language,repo,path,func_name,original_code,original_comment,code_token_length
java,iobeam/iobeam-client-java,src/main/java/com/iobeam/api/service/DeviceService.java,DeviceService.add,"@Deprecated
    public Add add(long projectId, String deviceId, String deviceName, String deviceType,
                   Date created) {
        return add(projectId, new Device.Spec(deviceId, deviceName, deviceType), created);
    }","Creates an Add API request for a new Device with the provided data.

@param projectId  Project this device belongs to [required].
@param deviceId   Desired device ID. If invalid or <tt>null</tt>, a random one will be
generated.
@param deviceName Project-unique name (optional).
@param deviceType Device type description (optional).
@param created    Creation date for this date; if null, current time will be used.
@return An Add API request that can be executed to add the device to the project.
@deprecated Use add(long, Device.Spec, Date) instead. Will be removed in next release.",43
java,google/jimfs,jimfs/src/main/java/com/google/common/jimfs/FileSystemView.java,FileSystemView.checkDeletable,"private void checkDeletable(File file, DeleteMode mode, Path path) throws IOException {
    if (file.isRootDirectory()) {
      throw new FileSystemException(path.toString(), null, ""can't delete root directory"");
    }

    if (file.isDirectory()) {
      if (mode == DeleteMode.NON_DIRECTORY_ONLY) {
        throw new FileSystemException(path.toString(), null, ""can't delete: is a directory"");
      }

      checkEmpty(((Directory) file), path);
    } else if (mode == DeleteMode.DIRECTORY_ONLY) {
      throw new FileSystemException(path.toString(), null, ""can't delete: is not a directory"");
    }

    if (file == workingDirectory && !path.isAbsolute()) {
      // this is weird, but on Unix at least, the file system seems to be happy to delete the
      // working directory if you give the absolute path to it but fail if you use a relative path
      // that resolves to the working directory (e.g. """" or ""."")
      throw new FileSystemException(path.toString(), null, ""invalid argument"");
    }
  }","Checks that the given file can be deleted, throwing an exception if it can't.",148
java,colin-lee/mybatis-spring-support,src/main/java/com/github/mybatis/util/ReflectionUtil.java,ReflectionUtil.getDeclaredField,"public static Field getDeclaredField(Class<?> clz, final String fieldName) {
    for (Class<?> s = clz; s != Object.class; s = s.getSuperclass()) {
      try {
        return s.getDeclaredField(fieldName);
      } catch (NoSuchFieldException ignored) {
      }
    }
    return null;
  }","循环向上转型,获取类对象的DeclaredField.",64
java,fastconnect/tibco-bwmaven,tibco-application-management-schema/src/main/java/com/tibco/xmlns/applicationmanagement/ObjectFactory.java,ObjectFactory.createLocalRepoInstance,"@XmlElementDecl(namespace = ""http://www.tibco.com/xmlns/ApplicationManagement"", name = ""localRepoInstance"", substitutionHeadNamespace = ""http://www.tibco.com/xmlns/ApplicationManagement"", substitutionHeadName = ""repoInstance"")
    public JAXBElement<LocalRepoInstance> createLocalRepoInstance(LocalRepoInstance value) {
        return new JAXBElement<LocalRepoInstance>(_LocalRepoInstance_QNAME, LocalRepoInstance.class, null, value);
    }",Create an instance of {@link JAXBElement }{@code <}{@link LocalRepoInstance }{@code >}},49
java,Unidata/thredds,cdm/src/main/java/ucar/unidata/io/Swap.java,Swap.swapInt,"static public int swapInt(byte[] b, int offset) {
        // 4 bytes
        int accum = 0;
        for (int shiftBy = 0, i = offset; shiftBy < 32; shiftBy += 8, i++) {
            accum |= (b[i] & 0xff) << shiftBy;
        }
        return accum;
    }","Returns the int resulting from reversing 4 bytes at a specified
offset in a byte array.

@param  b       the byte array
@param  offset  the offset of the first byte
@return         the int represented by the bytes
<code>b[offset+3], b[offset+2], ..., b[offset]</code>",61
java,kuali/kc-s2sgen,coeus-s2sgen-impl/src/main/java/org/kuali/coeus/s2sgen/impl/generate/support/RRFedNonFedBudgetV1_1Generator.java,RRFedNonFedBudgetV1_1Generator.getCompensation,"private KeyPersonCompensationDataType getCompensation(KeyPersonDto keyPerson, int budgetPeriod) {

        KeyPersonCompensationDataType keyPersonCompensation = KeyPersonCompensationDataType.Factory.newInstance();
        ScaleTwoDecimal baseSalaryByPeriod;
        if (keyPerson != null) {
            if (keyPerson.getAcademicMonths() != null) {
                keyPersonCompensation.setAcademicMonths(keyPerson.getAcademicMonths().bigDecimalValue());
            }
            if (keyPerson.getCalendarMonths() != null) {
                keyPersonCompensation.setCalendarMonths(keyPerson.getCalendarMonths().bigDecimalValue());
            }
            if (keyPerson.getSummerMonths() != null) {
                keyPersonCompensation.setSummerMonths(keyPerson.getSummerMonths().bigDecimalValue());
            }
            if (keyPerson.getFringe() != null) {
                keyPersonCompensation.setFringeBenefits(keyPerson.getFringe().add(keyPerson.getFringeCostSharing() != null ? keyPerson.getFringeCostSharing() : ScaleTwoDecimal.ZERO).bigDecimalValue());
            }
            if (keyPerson.getRequestedSalary() != null) {
                keyPersonCompensation.setRequestedSalary(keyPerson.getRequestedSalary().add(keyPerson.getCostSharingAmount() != null ? keyPerson.getCostSharingAmount() : ScaleTwoDecimal.ZERO).bigDecimalValue());
            }
            TotalDataType totalDataType = TotalDataType.Factory.newInstance();
            if (keyPerson.getFundsRequested() != null) {
                totalDataType.setFederal(keyPerson.getFundsRequested().bigDecimalValue());
            }
            if (keyPerson.getNonFundsRequested() != null) {
                totalDataType.setNonFederal(keyPerson.getNonFundsRequested().bigDecimalValue());
            }
            if (keyPerson.getFundsRequested() != null && keyPerson.getNonFundsRequested() != null) {
                totalDataType.setTotalFedNonFed(keyPerson.getFundsRequested().add(keyPerson.getNonFundsRequested())
                        .bigDecimalValue());
            }
            keyPersonCompensation.setTotal(totalDataType);
            if (pdDoc.getDevelopmentProposal().getBudgets() != null) {
                baseSalaryByPeriod = s2sBudgetCalculatorService.getBaseSalaryByPeriod(pdDoc.getDevelopmentProposal().getBudgets().get(0)
                        .getBudgetId(), budgetPeriod, keyPerson);
                if (baseSalaryByPeriod != null) {
                    keyPersonCompensation.setBaseSalary(baseSalaryByPeriod.bigDecimalValue());
                }
                else {
                    if (keyPerson.getBaseSalary() != null) {
                        keyPersonCompensation.setBaseSalary(keyPerson.getBaseSalary().bigDecimalValue());
                    }
                }
            }
            else {
                if (keyPerson.getBaseSalary() != null) {
                    keyPersonCompensation.setBaseSalary(keyPerson.getBaseSalary().bigDecimalValue());
                }
            }
        }
        return keyPersonCompensation;
    }","This method gets KeyPersonCompensationDataType informations such as AcademicMonths,CalendarMonths,FringeBenefits
SummerMonths,RequestedSalary,FundsRequested and BaseSalary based on KeyPersonInfo for the keyPerson.

@param keyPerson (KeyPersonInfo) key person entry.
@return KeyPersonCompensationDataType corresponding to the KeyPersonInfo object.",455
java,albfernandez/javadbf,src/main/java/com/linuxense/javadbf/DBFCharsetHelper.java,DBFCharsetHelper.getCharsetByByte,"public static Charset getCharsetByByte(int b) {
		switch (b) {

		case 0x01:
			// U.S. MS-DOS
			return forName(""IBM437"");
		case 0x02:
			// International MS-DOS
			return forName(""IBM850"");
		case 0x03:
			// Windows ANSI
			return forName(""windows-1252"");
		case 0x04:
			// Standard Macintosh
			return forName(""MacRoman"");
		case 0x57:
			// ESRI shape files use code 0x57 to indicate that
			// data is written in ANSI (whatever that means).
			// http://www.esricanada.com/english/support/faqs/arcview/avfaq21.asp
			return forName(""windows-1252"");
		case 0x59:
			return forName(""windows-1252"");
		case 0x64:
			// Eastern European MS-DOS
			return forName(""IBM852"");
		case 0x65:
			// Russian MS-DOS
			return forName(""IBM866"");
		case 0x66:
			// Nordic MS-DOS
			return forName(""IBM865"");
		case 0x67:
			// Icelandic MS-DOS
			return forName(""IBM861"");
			// case 0x68:
			// Kamenicky (Czech) MS-DOS
			// return Charset.forName(""895"");
			// case 0x69:
			// Mazovia (Polish) MS-DOS
			// return Charset.forName(""620"");

		case 0x6A:
			// Greek MS-DOS (437G)
			return forName(""x-IBM737"");
		case 0x6B:
			// Turkish MS-DOS
			return forName(""IBM857"");
		case 0x78:
			// Chinese (Hong Kong SAR, Taiwan) Windows
			return forName(""windows-950"");
		case 0x79:
			// Korean Windows
			return Charset.forName(""windows-949"");
		case 0x7A:
			// Chinese (PRC, Singapore) Windows
			return forName(""GBK"");
		case 0x7B:
			// Japanese Windows
			return forName(""windows-932"");
		case 0x7C:
			// Thai Windows
			return forName(""windows-874"");
		case 0x7D:
			// Hebrew Windows
			return forName(""windows-1255"");
		case 0x7E:
			// Arabic Windows
			return forName(""windows-1256"");
		case 0x96:
			// Russian Macintosh
			return forName(""x-MacCyrillic"");
		case 0x97:
			// Macintosh EE
			return forName(""x-MacCentralEurope"");
		case 0x98:
			// Greek Macintosh
			return forName(""x-MacGreek"");
		case 0xC8:
			// Eastern European Windows
			return forName(""windows-1250"");
		case 0xC9:
			// Russian Windows
			return forName(""windows-1251"");
		case 0xCA:
			// Turkish Windows
			return forName(""windows-1254"");
		case 0xCB:
			// Greek Windows
			return forName(""windows-1253"");
		}
		return null;
	}","Gets Java charset from DBF code
@param b the code stored in DBF file
@return Java charset, null if unknown.",288
java,bwkimmel/java-util,src/main/java/ca/eandb/util/LongArray.java,LongArray.addAll,"public boolean addAll(LongArray items) {
    ensureCapacity(size + items.size);
    for (int i = 0; i < items.size; i++) {
      elements[size++] = items.elements[i];
    }
    return items.size > 0;
  }","Appends a range of values to the end of this array.

@param items
The values to append.
@return A value indicating if the array has changed.",56
java,googleapis/google-cloud-java,google-cloud-clients/google-cloud-containeranalysis/src/main/java/com/google/cloud/devtools/containeranalysis/v1beta1/GrafeasV1Beta1Client.java,GrafeasV1Beta1Client.deleteNote,"public final void deleteNote(NoteName name) {

    DeleteNoteRequest request =
        DeleteNoteRequest.newBuilder().setName(name == null ? null : name.toString()).build();
    deleteNote(request);
  }","Deletes the specified note.

<p>Sample code:

<pre><code>
try (GrafeasV1Beta1Client grafeasV1Beta1Client = GrafeasV1Beta1Client.create()) {
NoteName name = NoteName.of(""[PROJECT]"", ""[NOTE]"");
grafeasV1Beta1Client.deleteNote(name);
}
</code></pre>

@param name The name of the note in the form of `projects/[PROVIDER_ID]/notes/[NOTE_ID]`.
@throws com.google.api.gax.rpc.ApiException if the remote call fails",43
java,PeterisP/LVTagger,src/main/java/edu/stanford/nlp/classify/LinearClassifier.java,LinearClassifier.getLabelIndices,"protected Set<Integer> getLabelIndices(Set<L> labels) {
    Set<Integer> iLabels = new HashSet<Integer>();
    for (L label:labels) {
      int iLabel = labelIndex.indexOf(label);
      iLabels.add(iLabel);
      if (iLabel < 0) throw new IllegalArgumentException(""Unknown label "" + label);
    }
    return iLabels;
  }","Returns indices of labels
@param labels - Set of labels to get indicies
@return Set of indicies",73
